Date,Startup Name,Vertical,SubVertical,City Location,Investors,Round,Amount,Startup Names,Industries,Funding Rounds,Investment Amount,Valuation,Number of Investors,Country,Year Founded,Growth Rate (%)
2017-03-10,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,6.0248,Startup_955,SaaS,3,1499603313.48,3881589718.494759,35,UK,2020,190.4
2017-03-10,iOrderFresh,ECommerce,Online fresh fruits and grocery store,New Delhi,Singapore Angel Network,Seed Funding,0.0,Startup_956,SaaS,1,3273266482.95,15696039481.455557,5,India,2000,72.07
2017-03-10,Lavelle Networks,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,8.16,Startup_957,SaaS,9,4062390180.82,14953274621.602324,9,Canada,2003,102.05
2017-03-10,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,0.0,Startup_958,Biotech,10,3818835304.18,10653899123.229685,25,Brazil,2022,8.04
2017-03-14,MyDermacy,Consumer Internet,Online Dermatology consultation platform,New Delhi,Cyber Carrier,Private Equity,0.0,Startup_959,Blockchain,5,4336795362.81,9005589086.659063,16,Singapore,2005,151.1
2017-03-15,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,45.56,Startup_960,SaaS,9,4422194099.16,15172780139.981754,30,India,2015,28.19
2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,1.36,Startup_961,AI,10,3718199851.53,8040288169.364024,16,USA,2020,97.75
2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,18.36,Startup_962,HealthTech,1,530836845.26,2057214753.70656,31,Brazil,2020,146.66
2017-03-16,ShilpMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,0.0,Startup_963,E-commerce,6,4179193499.85,8169693570.809865,22,Brazil,2010,57.19
2017-03-16,POPxo,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,42.16,Startup_964,Blockchain,1,2943783745.27,9021166006.603289,38,Singapore,2000,151.02
2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,2.72,Startup_965,E-commerce,8,2132931946.4,6134455271.327615,30,India,2006,177.36
2017-03-17,FarMart,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network,Seed Funding,0.0,Startup_966,HealthTech,10,421178756.22,1266495898.261042,5,Australia,2011,148.6
2017-03-21,Flipkart,eCommerce,ECommerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Equity,19040.0,Startup_967,HealthTech,3,3144490139.66,9779923107.18972,41,Germany,2017,100.35
2017-03-21,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,49.912,Startup_968,Blockchain,6,4150181010.06,16321915338.4196,42,France,2000,120.92
2017-03-21,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,72.08,Startup_969,HealthTech,6,1269002545.41,4466234072.061106,29,UK,2023,17.72
2017-03-22,The Mons Co,eCommerce,Pregnancy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,0.0,Startup_970,SaaS,6,2893874892.6,11901181635.78104,39,China,2012,175.17
2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,2.5976,Startup_971,Fintech,3,74219560.34,340925365.2665344,20,Singapore,2008,147.24
2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,204.0,Startup_972,Blockchain,2,4601955538.94,15460419097.944828,16,France,2007,67.79
2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,761.6,Startup_973,SaaS,2,173957990.51,587549110.8676021,40,Germany,2003,114.9
2017-03-24,Bizom,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding,5.1952,Startup_974,E-commerce,8,936846910.38,3257019254.9687176,27,UK,2006,135.48
2017-03-24,BabyonBoard,Consumer Internet,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,0.0,Startup_975,SaaS,8,3255740970.58,11201974981.616806,37,Australia,2003,116.65
2017-03-24,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,1360.0,Startup_976,Blockchain,4,4017026654.58,8792705520.787064,29,Australia,2001,16.38
2017-03-27,Sport Flashes,Consumer Internet,Sports Based Online Media portal,New Delhi,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,0.0,Startup_977,AI,3,2748747803.67,9272452687.857643,50,Brazil,2004,136.17
2017-03-28,Fynd,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,6.8,Startup_978,AI,10,4672842742.11,22886560985.46612,40,Brazil,2022,181.58
2017-03-28,Wigzo,Technology,Enterprise Automation suite,New Delhi,3one4 capital,Private Equity,0.0,Startup_979,Fintech,8,1475432806.43,3678840647.295797,32,France,2002,28.96
2017-03-28,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,4.08,Startup_980,EdTech,1,4413410620.87,19553476423.77924,24,China,2019,6.38
2017-03-29,Zapyle,ECommerce,Luxury Fashion Marketplace,Bangalore,Undisclosed Investors,Seed Funding,0.0,Startup_981,Fintech,10,347679653.09,1011220427.3266388,49,India,2020,39.22
2017-03-29,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,4.42,Startup_982,E-commerce,1,3322242859.57,14423979243.449144,24,Brazil,2004,91.26
2017-03-29,perpule,eCommerce,Self-Checkout ECommerce App,Bangalore,KStart Capital,Seed Funding,8.84,Startup_983,HealthTech,1,4271477687.47,9646501858.704582,14,Brazil,2009,150.39
2017-03-29,Byjuxe2x80x99s,Consumer Internet,Online Education Platform,Bangalore,Verlinvest,Private Equity,0.0,Startup_984,SaaS,8,4383340453.57,11564344492.602425,20,India,2009,70.63
2017-03-29,Licious,ECommerce,Online Meat Ordering platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,136.0,Startup_985,E-commerce,6,4445990666.93,11588289198.177402,7,USA,2023,183.55
2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,0.68,Startup_986,AI,9,1556488145.65,5888882903.152295,15,China,2006,179.26
2017-03-30,Indus OS,Technology,Mobile OS creator,Mumbai,"JSW Ventures, VenturEast",Private Equity,0.0,Startup_987,AI,4,1924117356.29,7833139419.035255,4,Brazil,2002,139.55
2017-03-30,Emflux Motors,Technology,Electric Motorcycle manufacturer,Bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,0.0,Startup_988,EdTech,6,3107279413.97,10469800233.76344,45,UK,2023,179.66
2017-03-30,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Seed Funding,0.0,Startup_989,HealthTech,3,1686877993.58,4939505746.722534,30,USA,2011,60.87
2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,2.108,Startup_990,Fintech,6,565019143.26,1808654821.705557,27,USA,2001,164.52
2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,40.8,Startup_991,Blockchain,10,1412575442.29,3438388143.031976,23,UK,2002,80.77
2017-03-31,BigBasket,ECommerce,Online Grocer,Bangalore,Trifecta Capital,Private Equity,95.2,Startup_992,HealthTech,8,4344544804.17,10646674331.162228,35,Australia,2002,100.71
2017-03-31,Rooter,Consumer Internet,Sports engagement platform,New Delhi,Intex Technologies,Private Equity,0.0,Startup_993,EdTech,5,681453378.02,2204334100.227838,46,UK,2009,5.85
2017-03-31,FalconBrick,Technology,Real-Estate Workflow mobile app,Bangalore,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,0.0,Startup_994,EdTech,5,1010582990.12,3220041394.821751,11,USA,2005,198.49
2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",Private Equity,340.0,Startup_995,E-commerce,7,1757433329.04,5275395212.38265,23,Canada,2016,108.86
2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,0.0,Startup_996,HealthTech,6,955461052.06,3116854205.6629987,30,UK,2013,76.05
2017-02-03,Stockroomio,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,0.0,Startup_997,HealthTech,9,974642134.91,2835485378.876735,41,Australia,2016,79.13
2017-02-06,Capital Float,Consumer Internet,Online lending platform,Bangalore,IFMR Capital Finance,Private Equity,34.0,Startup_998,EdTech,6,864088859.87,1358782783.2893672,15,France,2014,69.68
2017-02-06,iManageMyHotel,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed Funding,0.0,Startup_999,SaaS,4,525618457.67,2262824168.510844,6,USA,2006,172.7
2017-02-07,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,6.12,Startup_1000,AI,5,181853746.2,296464087.0826906,48,Singapore,2008,57.55
2017-02-07,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,136.0,Startup_1001,AI,4,1859208080.05,7716744154.907323,33,Canada,2016,123.74
2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding,13.6,Startup_1002,EdTech,9,677893475.27,2441584546.270431,37,Brazil,2003,5.06
2017-02-08,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,16.32,Startup_1003,E-commerce,7,740418708.57,2360448212.636167,35,Brazil,2011,60.75
2017-02-08,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,748.0,Startup_1004,Blockchain,4,4159402619.85,20213607286.27476,25,India,2023,197.54
2017-02-08,MindYourFleet,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed Funding,0.0,Startup_1005,HealthTech,7,68265389.64,236808606.41245425,40,Australia,2003,21.23
2017-02-08,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding,0.544,Startup_1006,AI,1,257087721.02,636471745.8856208,46,USA,2002,178.06
2017-02-09,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Bangalore,"RB Investments, Sequoia Capital",Private Equity,81.6,Startup_1007,SaaS,4,77799868.42,151326180.20155245,30,China,2000,90.69
2017-02-09,1Crowd,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,Seed Funding,0.0,Startup_1008,Biotech,7,2746646959.74,8510584470.180333,19,Canada,2001,131.07
2017-02-09,Wooplr,ECommerce,Women Fashion Portal,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,108.8,Startup_1009,Blockchain,1,4166818283.25,20806689191.661198,39,France,2015,34.23
2017-02-10,48East,ECommerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Private Equity,6.8,Startup_1010,Biotech,8,3128706747.49,9209341903.183912,2,Singapore,2015,57.72
2017-02-10,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,Seed Funding,0.0,Startup_1011,SaaS,5,2323893184.45,11326386517.580706,22,France,2022,135.53
2017-02-13,Sigtuple,Technology,Medical Automation platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,78.88,Startup_1012,HealthTech,1,1056151568.31,3035225563.991209,34,UK,2010,10.68
2017-02-13,Flutura,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,102.0,Startup_1013,AI,5,2031988628.85,7825980800.799216,17,China,2013,67.54
2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,43.52,Startup_1014,E-commerce,6,2668798208.56,9956845257.132496,7,Australia,2000,116.23
2017-02-13,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,204.0,Startup_1015,Fintech,5,1877421840.66,5348671893.607961,40,UK,2015,90.73
2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,4.488,Startup_1016,AI,10,2728227780.72,4540397251.334961,4,Brazil,2011,170.87
2017-02-13,Fyle,Technology,Expense Management Solution,Bangalore,Pravega Ventures,Seed Funding,5.44,Startup_1017,EdTech,6,2712311357.45,4180334991.974396,31,Canada,2017,135.0
2017-02-14,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,4.08,Startup_1018,E-commerce,4,3769156460.3,12531052628.914951,46,USA,2018,87.46
2017-02-14,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,304.64,Startup_1019,HealthTech,8,1718261940.94,4167043322.125773,39,China,2003,197.49
2017-02-14,Connaizen,Technology,Data Analytics platform,New Delhi,Vikram Sud,Seed Funding,0.0,Startup_1020,AI,7,2646626156.88,5589535560.495734,45,Canada,2005,54.7
2017-02-15,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,0.0,Startup_1021,Fintech,1,1388713907.98,5049178736.530183,13,France,2014,109.22
2017-02-15,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Equity,88.4,Startup_1022,Fintech,7,3312680032.17,15136996347.827003,23,Canada,2006,40.54
2017-02-15,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Funding,4.76,Startup_1023,Biotech,6,880605375.88,3739016719.1673074,29,China,2013,61.39
2017-02-16,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,40.8,Startup_1024,HealthTech,2,3904882832.91,9884011806.610558,6,France,2014,82.33
2017-02-16,YourStory,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,40.8,Startup_1025,HealthTech,8,1295886301.43,3922560410.07785,23,France,2021,67.56
2017-02-17,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,6.8,Startup_1026,Biotech,5,3425283951.11,9967548960.32924,30,Canada,2020,9.75
2017-02-17,The Ken,Consumer Internet,Online Media Platform,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,5.44,Startup_1027,EdTech,9,154767899.6,593510961.0737264,36,Brazil,2005,134.48
2017-02-17,Urban Ladder,ECommerce,Online Furniture Store,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,206.72,Startup_1028,SaaS,5,4679429831.07,20491969215.47456,9,Brazil,2011,172.33
2017-02-17,Aisle,Consumer Internet,Online match-making app,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,0.0,Startup_1029,E-commerce,4,4818579919.74,22372951233.904022,13,China,2016,102.45
2017-02-17,TownScript,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Equity,0.0,Startup_1030,E-commerce,6,753218134.38,3184983760.845649,17,Germany,2022,186.63
2017-02-17,Leopetra,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,0.544,Startup_1031,E-commerce,1,1536646444.71,7476035115.749272,47,France,2023,120.24
2017-02-18,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed Funding,0.544,Startup_1032,E-commerce,8,3382180884.85,9499302410.21077,40,France,2017,22.02
2017-02-20,Flipkart,eCommerce,Online Marketplace,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,526.32,Startup_1033,Fintech,5,3999060285.24,10422706240.820885,13,Singapore,2022,96.2
2017-02-21,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,204.0,Startup_1034,EdTech,1,3648483360.96,8799641034.250933,11,Australia,2018,104.57
2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,Seed Funding,0.544,Startup_1035,Fintech,2,2518837748.06,7845965902.972749,27,USA,2005,80.04
2017-02-23,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,14.96,Startup_1036,HealthTech,7,25691991.86,63783388.37681875,3,USA,2009,40.08
2017-02-23,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,0.0,Startup_1037,Biotech,10,2516098398.1,10821296868.43216,18,USA,2003,176.75
2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,0.0,Startup_1038,Blockchain,5,4662467572.77,21120896747.396637,31,China,2020,131.7
2017-02-27,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan Manaktala,Seed Funding,0.0,Startup_1039,E-commerce,9,3803255752.67,17566626505.458378,29,Australia,2008,105.87
2017-02-27,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,5.1,Startup_1040,E-commerce,7,1324441598.58,4583200989.365096,22,India,2016,124.01
2017-02-27,Johari Shop,ECommerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,Seed Funding,1.2784,Startup_1041,Fintech,1,65582199.84,273222103.7515163,6,USA,2007,101.43
2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,13.6,Startup_1042,SaaS,5,2970298521.05,10918067636.042826,18,Singapore,2018,99.84
2017-02-28,Blackbuck,Logistics,Online freight aggregator,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,952.0,Startup_1043,EdTech,5,1823137845.7,4353247651.364022,36,Brazil,2016,166.04
2017-01-02,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,4.9776,Startup_1044,SaaS,2,1231738117.7,3994593278.8730063,25,France,2001,42.83
2017-01-03,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding,11.22,Startup_1045,HealthTech,4,1503187322.93,6536681229.983298,19,Singapore,2009,84.48
2017-01-03,GoFynd,ecommerce,Fashion ecommerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,0.0,Startup_1046,E-commerce,9,4754970176.2,19972589103.986797,47,China,2019,5.6
